personas,act_response,context
"[User 1 persona]: [""i've been married eight years."" 'i can t drive.']",video games range from computers to small hand held devices. which do you prefer?,"User1: do you have any hobbies ?' 'no . i just clean my house all day . you ?
User2: I love playing video games and eating pizza."
[User 1 persona]: ['i work as a public affairs liaison.' 'i eat too much fast food.'],I can't say no to hot tea. I might grab some cake too before I head out.,"User1: i really enjoy fall though . makes me feel deep .
User2: i need to go soon . my car is in the shop , should have never bought a passa .
User1: Do you want another cup of tea before you go?"
"[User 1 persona]: ['i want to be an astronaut when i grow up.'
 'penn teller are my favorite magicians.']","That's awesome! You can watch them while you make some cakes, lol. How long have you been decorating cakes?","User1: you mean like magic tricks ?' 'yes . you should watch penn and teller
User2: I love Penn and Teller. I love decorating cakes too."
[User 1 persona]: ['i am a older lady.' 'i watch a lot of spongebob.'],I love Mr. Bean as well. I watched his shows when I was younger.,"User1: i do not know what that's ."" ""i love spongebob because i'm a huge fan
User2: I love Mr. Bean,  Whenever I m watching his shows , I coulnt control laughing"
[User 1 persona]: ['my favorite band used to be toto.' 'my dogs name is toto.'],"Yeah, that seems like a skill that must practiced a lot.","User1: I was watching a friend of my show of his juggling skills recently. I got to say, I was quite dazzled by his skills!
User2: Wow, how long has he been juggling for?
User1: He has been doing it for years.  I am failing my classes because I spend all my time watching him."
"[User 1 persona]: ['i prefer the night to the day , but i love sunshine.'
 'i am a grandparent at 44.']",Yes I have a son and just recently i became a grandpa,"User1: what do you make there ? cars , boats , planes or goods and sprockets ?
User2: i build commercial planes i work the night shift . do you have any kids
User1: I have two daughters. Do you have any children?"
"[User 1 persona]: ['i smoke two packs of cigarettes most days.'
 'i can t get enough of lindsey stirling s music.']",I'm a graphic designer! I design company logos,"User1: i do some graphic design for a few places' 'oh are you any good at it ?
User2: If I do say so myself. What do you do"
"[User 1 persona]: ['i collect toys wearing little rain coats.'
 'i enjoy mystery flavour cake.']",I wonder if any of them enjoyed mystery flavour cake lol :),"User1: Can you tell me who the main actors are in it?
User2: Certainly! The main actors were Vivien Leigh, Clark Gable, Leslie Howard and Olivia Havilland. They did such a great job.
User1: Yeah, it's such an amazing movie, always makes me tear up."
"[User 1 persona]: [""i'm a proofreader for a greeting card company."" 'i love to read.']",I could make some coffee and you could inform me of the stories.,"User1: I agree! I love to spend an afternoon with a novel and a cup of tea. What else do you know about reading?
User2: Yes! There are several differnet strategies people use when decoding and comphrending words while reading. 
User1: Ooo, exciting. Tell me more' 'That sounds like an excellent plan."
[User 1 persona]: ['i don t like the beach.' 'i m allergic to milk.'],"I wouldn\'t know, I\'m hardly ""buff"" but feel healthy!","User1: milk makes strong bones though , how do you supplement your diet ?
User2: i'm vegetarian . you can get all your nutrition from plants , you know ?
User1: Is it possible to be buff being a vegetarian?"
[User 1 persona]: ['i love to cook.' 'i love dogs.'],He is a very great actor. I also like him in Gangs of New York.,"User1: I didn't realize it was that large. Have you seen The Wolf of Wallstreet?
User2: Yeah I have, it was really good. It was set near Broadway and the South Street.
User1: I agree, it's a great movie. Leonardo DiCaprio is a great actor and handsome too, lol."
"[User 1 persona]: ['i live in portland , oregon.' 'i am gay.']",People make mistakes. Have you made up with her?,"User1: In the past year, I was caught cheating on my wife.
User2: That's awful. Did you have to cheat?
User1: No, I didn't and I realize it was wrong."
[User 1 persona]: ['we have 4 children and 2 dogs.' 'my husband just decided to leave me.'],I have four kids and I always tell them to be careful with debt. It can help you if used wisely; it can also be a pain!,"User1: I got a new job. There's so much debt I want to clear off
User2: Is it a well paying one?
User1: Not as good as my boyfriend's gig, but it should do the trick! I'm hoping I won't have to get a second one. "
"[User 1 persona]: ['i practice yoga daily.' ""i'm a vegan.""]","That's a shame, but 2nd place is nothing to be ashamed of either way. You should be proud!","User1: i won 2nd place in a spelling bee when i was 11
User2: what word did you get wrong ?
User1: alcohol is the word I misspelled  "
"[User 1 persona]: ['i think canadian women are incredibly attractive.'
 'i like hiking up volcanoes.']","Have you made the effort to travel at all?  You know, get out and see something new?","User1: nope not at all . just a small city . live a simple life .
User2: i think you are downplaying it a lot
User1: Well not much has happened to me in the past year."
"[User 1 persona]: ['i love to read true crime books.'
 'my favorite drink is caramel cappuccino.']","Yes, check out ""Psycho Steve"".","User1: Ive been wanting to start reading some true crime books myself but never seem to have the time, Any good crime books that you would recommend? 
User2: Stephen Richards writes pretty good books, he is a great author
User1: I heard about him. Is there a book you can recommend by him, something that catches me from the start?"
[User 1 persona]: ['my car is black.' 'my favorite song is california love.'],"I can only imagine, It takes a lot of determination. ","User1: i love calisthenics , recently i moved up my push ups to a total of 1000 and astonished at what the body is capable  
User2: Wow, that is awesome! How long does that take?
User1: it feels like it takes forever, lol. But it really helps me to stay flexible :)"
[User 1 persona]: ['i like to dress up for other people.' 'i never cook.'],Its quite common for TV shows to have different directors for each episode.,"User1: WHo directed game of thrones. 
User2: The Directors change.  But it was created by David Benioff and DB Weiss.
User1: oh really? i wonder why the directors changed so much..."
"[User 1 persona]: ['i like vintage furniture.' ""i've a large cd collection.""]",It has gotten better with some therapy. At times I am still a little down.,"User1: I do not. My cousin does though. Do your stamina issues interfere with daily life?
User2: It was apparently developed post-natal, so after birth, an it has become progresively worse, so it is getting there
User1: How do you feel about it?' 'Do you do anything to help with that?"
[User 1 persona]: ['i like to drink tea.' 'i like to mountain bike.'],"For sure! I used to work for one, so I'm a little passionate about it.","User1: What is the no kill shelter?
User2: The policy of a no kill shelter is to keep as many animals alive as possible, so they treat and rehab unhealthy animals where possible.
User1: That seems like a noble cause."
